transaction_id,customer_id,flavour_id,quantity_liters,transaction_date,transaction_country,transaction_town,postal_code,amount_dollar,generation_date,batch_number
47437,68,263,78000,7/6/23,SPAIN,Seville,7BFHMN,544000,5/6/24,2
47438,43,278,19000,9/23/23,ISRAEL,Tel Aviv,5500HF,209000,5/6/24,2
47439,2,384,35000,2/21/24,CHINA,Chengdu,TDANT4,699000,5/6/24,2
47440,67,290,30000,9/24/23,FRANCE,Strasbourg,Q3CII9,908000,5/6/24,2
47441,33,10,22000,8/12/24,FRANCE,Strasbourg,74EFNP,1582000,5/6/24,2
47442,19,188,56000,12/25/24,INDIA,Chennai,83Y36K,994000,5/6/24,2
47443,57,370,19000,10/15/23,JAPAN,Nagoya,4S5IT5,1318000,5/6/24,2
47444,44,158,30000,10/1/24,JAPAN,Sapporo,55IM3V,402000,5/6/24,2
47445,18,425,83000,9/17/24,FRANCE,Bordeaux,CGQ5XH,901000,5/6/24,2
47446,1,110,6000,9/24/24,GERMANY,Düsseldorf,8LJLRY,983000,5/6/24,2
47447,70,425,72000,11/26/24,GERMANY,Berlin,DJ7PGC,652000,5/6/24,2
47448,46,260,19000,6/20/24,BRAZIL,Rio de Janeiro,TBIA61,1543000,5/6/24,2
47449,59,302,79000,9/18/23,SPAIN,Seville,ICV0ER,186000,5/6/24,2
47450,71,392,88000,4/24/24,CHINA,Shanghai,10CLFR,739000,5/6/24,2
47451,37,21,57000,8/16/24,SPAIN,Málaga,IC4NEQ,748000,5/6/24,2
47452,27,94,83000,8/19/24,FRANCE,Strasbourg,834LOU,1364000,5/6/24,2
47453,38,70,4000,3/19/24,CANADA,Edmonton,OO1E68,105000,5/6/24,2
47454,46,474,80000,2/21/24,JAPAN,Nagoya,4DTCYI,663000,5/6/24,2
47455,21,289,28000,5/15/24,ISRAEL,Beer Sheva,UOPOEA,178000,5/6/24,2
47456,47,148,6000,12/23/23,INDIA,Hyderabad,OIX8H6,1693000,5/6/24,2
47457,64,450,50000,5/25/23,JAPAN,Kyoto,XK1VDA,988000,5/6/24,2
47458,17,211,72000,4/17/23,INDIA,Delhi,L485HY,169000,5/6/24,2
47459,47,346,4000,10/17/23,CANADA,Calgary,29Q8XH,515000,5/6/24,2
47460,45,170,81000,9/14/24,FRANCE,Strasbourg,Z160UU,1086000,5/6/24,2
47461,30,275,35000,10/10/24,INDIA,Mumbai,ASPHTY,1955000,5/6/24,2
47462,31,336,46000,6/10/23,INDIA,Hyderabad,N2OOSR,1549000,5/6/24,2
47463,50,265,58000,8/31/24,BRAZIL,Porto Alegre,12OGUD,1101000,5/6/24,2
47464,8,21,37000,7/18/24,ISRAEL,Tel Aviv,8Q5PDS,688000,5/6/24,2
47465,45,171,17000,10/18/24,SPAIN,Madrid,1CCCZZ,1404000,5/6/24,2
47466,5,367,72000,12/5/24,CHINA,Guangzhou,SXOFO1,543000,5/6/24,2
47467,34,176,35000,11/20/23,FRANCE,Nice,ZN1SYV,490000,5/6/24,2
47468,36,271,91000,6/19/24,BRAZIL,Rio de Janeiro,8IT82S,132000,5/6/24,2
47469,6,418,9000,1/25/24,JAPAN,Osaka,QEODZT,347000,5/6/24,2
47470,53,225,23000,1/15/25,SPAIN,Barcelona,5MTAIV,1925000,5/6/24,2
47471,38,109,47000,1/28/24,INDIA,Bangalore,GTNX9V,1612000,5/6/24,2
47472,41,46,84000,7/26/23,INDIA,Bangalore,41VBYX,1958000,5/6/24,2
47473,56,302,85000,2/3/24,SPAIN,Madrid,4N9Q0P,705000,5/6/24,2
47474,68,221,14000,6/25/23,CANADA,Calgary,DVEDGB,176000,5/6/24,2
47475,21,472,79000,12/9/24,ISRAEL,Haifa,QZKNYP,833000,5/6/24,2
47476,39,394,29000,11/23/23,GERMANY,Frankfurt,HQIRQA,634000,5/6/24,2
47477,32,264,53000,9/24/23,BRAZIL,Belém,KCQ8GC,808000,5/6/24,2
47478,29,186,83000,4/15/23,BRAZIL,Belém,RS1TZ8,1834000,5/6/24,2
47479,47,357,70000,9/26/23,FRANCE,Paris,X2CTTN,1823000,5/6/24,2
47480,61,181,47000,9/11/23,INDIA,Kolkata,3M70G3,1008000,5/6/24,2
47481,55,110,8000,1/16/24,FRANCE,Nice,B6A92K,659000,5/6/24,2
47482,68,414,19000,7/10/23,ISRAEL,Jerusalem,SORFE1,1832000,5/6/24,2
47483,50,179,54000,10/12/23,GERMANY,Berlin,RQK9B4,600000,5/6/24,2
47484,73,433,10000,2/16/23,ISRAEL,Tel Aviv,A3O843,194000,5/6/24,2
47485,6,495,94000,9/19/23,GERMANY,Düsseldorf,231791,1441000,5/6/24,2
47486,2,463,41000,2/26/23,BRAZIL,Belém,56FCGZ,72000,5/6/24,2
47487,37,192,95000,10/9/24,JAPAN,Tokyo,KBL12N,118000,5/6/24,2
47488,57,90,88000,10/14/24,BRAZIL,Belém,6IJTTF,1427000,5/6/24,2
47489,43,287,34000,3/18/24,CANADA,Vancouver,SZAQIG,1769000,5/6/24,2
47490,44,4,70000,6/21/23,SPAIN,Valencia,NAXJON,34000,5/6/24,2
47491,46,295,44000,7/8/23,SPAIN,Seville,O3O1VN,1758000,5/6/24,2
47492,42,453,82000,2/5/24,INDIA,Hyderabad,RP0MOT,1905000,5/6/24,2
47493,5,1,80000,5/29/23,BRAZIL,Belém,UKZJR7,174000,5/6/24,2
47494,71,134,24000,5/12/23,ISRAEL,Jerusalem,T5DQ29,1769000,5/6/24,2
47495,22,365,64000,11/28/24,CANADA,Edmonton,AK70FK,1407000,5/6/24,2
47496,13,119,76000,12/10/24,CHINA,Shanghai,QSSDBA,1170000,5/6/24,2
47497,5,335,31000,2/26/24,CANADA,Calgary,XZHU5P,811000,5/6/24,2
47498,44,121,34000,4/19/23,FRANCE,Bordeaux,OMVRJ0,1546000,5/6/24,2
47499,36,450,1000,7/20/23,INDIA,Chennai,FMVMCV,1795000,5/6/24,2
47500,5,64,56000,3/19/24,CANADA,Vancouver,UXH62F,1177000,5/6/24,2
47501,68,266,79000,1/10/24,CHINA,Shanghai,L129I4,1654000,5/6/24,2
47502,62,451,85000,9/3/23,FRANCE,Strasbourg,0YSJR2,683000,5/6/24,2
47503,59,450,65000,8/10/24,JAPAN,Sapporo,54T3X8,1819000,5/6/24,2
47504,59,490,6000,8/12/23,CHINA,Guangzhou,PIY4CE,1041000,5/6/24,2
47505,28,168,26000,2/2/24,GERMANY,Berlin,S5Y5BF,640000,5/6/24,2
47506,44,262,11000,10/27/24,SPAIN,Granada,U7G0Y0,1580000,5/6/24,2
47507,44,96,27000,5/30/23,SPAIN,Madrid,D69F9X,1317000,5/6/24,2
47508,35,160,19000,7/7/23,INDIA,Kolkata,21OGXS,1535000,5/6/24,2
47509,31,377,14000,9/7/23,CANADA,Edmonton,KVM20H,257000,5/6/24,2
47510,40,307,34000,7/20/24,ISRAEL,Jerusalem,4X3E3B,200000,5/6/24,2
47511,13,95,42000,11/9/23,ISRAEL,Jerusalem,VY9RNT,729000,5/6/24,2
47512,19,395,18000,2/20/24,BRAZIL,Porto Alegre,Z11N5U,274000,5/6/24,2
47513,51,287,19000,4/26/23,GERMANY,Hamburg,PBL9N7,1663000,5/6/24,2
47514,45,280,52000,2/24/24,JAPAN,Osaka,AE6E06,1155000,5/6/24,2
47515,13,216,64000,4/13/23,GERMANY,Berlin,Q2PHF9,1910000,5/6/24,2
47516,21,345,36000,2/17/24,CANADA,Calgary,93CJF6,21000,5/6/24,2
47517,62,202,99000,10/21/23,JAPAN,Osaka,QGKK26,1431000,5/6/24,2
47518,41,3,71000,7/2/24,CANADA,Vancouver,DTTLFN,1115000,5/6/24,2
47519,69,202,98000,8/10/24,BRAZIL,Belém,SGO49A,488000,5/6/24,2
47520,58,198,6000,5/31/23,ISRAEL,Haifa,2254N8,1434000,5/6/24,2
47521,19,81,69000,9/2/24,BRAZIL,Belém,BKRETO,961000,5/6/24,2
47522,27,473,13000,7/28/24,SPAIN,Madrid,TKVIPQ,570000,5/6/24,2
47523,9,139,77000,12/6/23,SPAIN,Valencia,TQULJC,1155000,5/6/24,2
47524,41,58,38000,7/21/24,CHINA,Beijing,YLKPRG,1344000,5/6/24,2
47525,10,492,36000,12/11/24,ISRAEL,Beer Sheva,ZOTAPR,271000,5/6/24,2
47526,50,181,84000,11/16/24,CHINA,Nanjing,JBPSGH,1329000,5/6/24,2
47527,43,401,17000,3/21/24,FRANCE,Paris,T5PLVX,839000,5/6/24,2
47528,23,479,31000,5/11/24,SPAIN,Málaga,0VJU8B,1821000,5/6/24,2
47529,10,76,80000,3/30/23,ISRAEL,Ramat Gan,1HLGOM,1437000,5/6/24,2
47530,13,239,25000,4/14/23,BRAZIL,Rio de Janeiro,JCOUGT,141000,5/6/24,2
47531,3,3,75000,10/6/24,JAPAN,Nagoya,EJ5NRM,269000,5/6/24,2
47532,26,244,36000,8/31/24,GERMANY,Cologne,9IR7KT,322000,5/6/24,2
47533,30,11,32000,1/11/25,GERMANY,Düsseldorf,SD9HAL,417000,5/6/24,2
47534,46,14,68000,12/27/23,CANADA,Montreal,LYF3B8,1428000,5/6/24,2
47535,15,26,87000,7/18/23,SPAIN,Barcelona,HM6PF5,872000,5/6/24,2
47536,64,27,52000,8/6/23,SPAIN,Barcelona,MX2Y01,236000,5/6/24,2
47537,11,450,66000,5/30/23,JAPAN,Sapporo,I0L74M,698000,5/6/24,2
47538,14,123,65000,3/22/24,INDIA,Kolkata,HG1RKD,1559000,5/6/24,2
47539,50,484,73000,7/1/23,BRAZIL,Brasília,UXU3S3,1203000,5/6/24,2
47540,27,28,30000,5/27/24,CHINA,Shanghai,KE7KXI,624000,5/6/24,2
47541,14,350,21000,10/22/23,SPAIN,Madrid,SCDAGF,1283000,5/6/24,2
47542,52,52,26000,12/22/23,BRAZIL,Belém,DZADKM,208000,5/6/24,2
47543,1,252,38000,10/6/24,FRANCE,Marseille,BP48P9,1816000,5/6/24,2
47544,5,420,28000,9/28/23,ISRAEL,Jerusalem,IG2V1U,1693000,5/6/24,2
47545,74,184,17000,9/5/23,FRANCE,Strasbourg,XOCQUY,1872000,5/6/24,2
47546,16,274,58000,9/24/24,JAPAN,Osaka,7Q70RO,1076000,5/6/24,2
47547,3,113,86000,8/24/24,JAPAN,Osaka,GBUHDQ,485000,5/6/24,2
47548,2,36,79000,2/8/24,CANADA,Edmonton,QIJPK3,589000,5/6/24,2
47549,67,242,7000,5/23/23,CANADA,Ottawa,T4YZGG,1022000,5/6/24,2
47550,57,388,27000,8/21/24,FRANCE,Paris,TGLM5T,385000,5/6/24,2
47551,63,4,30000,8/25/24,SPAIN,Valencia,GH0702,1479000,5/6/24,2
47552,43,320,47000,2/9/24,CANADA,Montreal,F60DI1,930000,5/6/24,2
47553,28,92,78000,3/19/24,GERMANY,Cologne,U7THV3,1285000,5/6/24,2
47554,6,30,98000,8/19/24,ISRAEL,Petah Tikva,DTPCEJ,1712000,5/6/24,2
47555,24,179,58000,11/6/23,CANADA,Ottawa,SNRBPU,226000,5/6/24,2
47556,1,310,22000,4/5/23,JAPAN,Osaka,O1P5GN,555000,5/6/24,2
47557,58,500,51000,11/29/24,FRANCE,Nice,Y8GVT8,216000,5/6/24,2
47558,22,20,9000,3/13/24,SPAIN,Madrid,U5X8JE,259000,5/6/24,2
47559,75,224,0,5/21/24,BRAZIL,Belém,4RSDTJ,21000,5/6/24,2
47560,58,448,1000,11/14/24,SPAIN,Seville,6ZYR4Y,1520000,5/6/24,2
47561,2,79,23000,8/18/23,JAPAN,Osaka,2VS9XR,451000,5/6/24,2
47562,71,341,71000,6/7/23,INDIA,Mumbai,N5BN02,1862000,5/6/24,2
47563,44,363,53000,1/17/24,GERMANY,Munich,HJIYKR,1177000,5/6/24,2
47564,4,462,4000,6/28/23,SPAIN,Barcelona,ENUPR7,1824000,5/6/24,2
47565,33,437,95000,8/22/23,CANADA,Ottawa,DDG8TR,939000,5/6/24,2
47566,50,301,84000,11/24/24,CANADA,Vancouver,E3CSBV,1520000,5/6/24,2
47567,59,112,57000,11/25/24,CHINA,Nanjing,GVMUDL,994000,5/6/24,2
47568,46,410,17000,12/2/23,CHINA,Guangzhou,MUR1JO,1368000,5/6/24,2
47569,9,478,57000,2/25/24,SPAIN,Barcelona,E150ST,992000,5/6/24,2
47570,5,484,4000,1/13/24,SPAIN,Málaga,0EPY95,1201000,5/6/24,2
47571,28,455,54000,7/2/23,JAPAN,Fukuoka,H7G3HT,1483000,5/6/24,2
47572,43,327,84000,5/13/24,INDIA,Chennai,5MSSX2,798000,5/6/24,2
47573,72,461,19000,4/4/23,CANADA,Calgary,51K8GV,1420000,5/6/24,2
47574,14,457,96000,4/18/23,SPAIN,Valencia,A9GVGD,900000,5/6/24,2
47575,74,217,35000,5/20/24,CANADA,Ottawa,BAONYV,572000,5/6/24,2
47576,67,359,62000,7/6/23,SPAIN,Málaga,O1H5M7,1808000,5/6/24,2
47577,20,11,81000,6/27/23,GERMANY,Berlin,C7KCI5,1667000,5/6/24,2
47578,20,476,26000,11/10/24,JAPAN,Sapporo,T3HM01,381000,5/6/24,2
47579,21,33,33000,9/15/24,INDIA,Delhi,B7KODA,1718000,5/6/24,2
47580,8,233,16000,11/15/24,CHINA,Shenzhen,S74CYT,377000,5/6/24,2
47581,70,263,42000,11/5/24,CHINA,Shenzhen,B9T4FA,1364000,5/6/24,2
47582,8,389,36000,5/9/24,GERMANY,Düsseldorf,BD937Y,1802000,5/6/24,2
47583,3,64,47000,2/2/24,JAPAN,Sapporo,RAON68,1796000,5/6/24,2
47584,61,181,16000,9/21/23,ISRAEL,Haifa,2TUACM,1963000,5/6/24,2
47585,5,468,3000,8/24/23,JAPAN,Fukuoka,RB3RQJ,405000,5/6/24,2
47586,64,36,88000,11/26/23,ISRAEL,Tel Aviv,7KRI74,885000,5/6/24,2
47587,65,101,45000,6/1/23,JAPAN,Kyoto,NFU9IP,1690000,5/6/24,2
47588,2,43,62000,6/17/23,INDIA,Hyderabad,6PR9BT,1732000,5/6/24,2
47589,10,81,40000,10/28/23,BRAZIL,Rio de Janeiro,LOG9DE,681000,5/6/24,2
47590,61,191,92000,3/5/24,CHINA,Beijing,23T958,383000,5/6/24,2
47591,5,218,31000,7/20/24,GERMANY,Hamburg,SI63UD,1513000,5/6/24,2
47592,25,472,71000,11/21/23,SPAIN,Valencia,97IKF8,811000,5/6/24,2
47593,53,478,97000,12/13/24,INDIA,Bangalore,Z0ZFQU,109000,5/6/24,2
47594,66,75,89000,12/27/24,CHINA,Nanjing,T9XZUG,789000,5/6/24,2
47595,43,158,81000,4/18/24,FRANCE,Marseille,ZBFKA7,1767000,5/6/24,2
47596,15,162,88000,9/13/24,CHINA,Shenzhen,R7SAA2,1651000,5/6/24,2
47597,29,141,77000,8/22/24,CANADA,Montreal,OTAGU6,757000,5/6/24,2
47598,20,500,2000,11/20/24,CHINA,Beijing,J0HLFM,494000,5/6/24,2
47599,6,394,4000,6/19/23,BRAZIL,Fortaleza,774E28,1465000,5/6/24,2
47600,49,324,46000,2/8/24,CHINA,Chengdu,UP8Q93,469000,5/6/24,2
47601,34,127,51000,2/29/24,SPAIN,Granada,TJL6TE,129000,5/6/24,2
47602,10,189,50000,3/18/23,FRANCE,Marseille,AY7HSO,825000,5/6/24,2
47603,4,429,41000,6/12/23,JAPAN,Osaka,T6K4BI,268000,5/6/24,2
47604,31,267,85000,7/9/23,CHINA,Beijing,UHJ0AU,1353000,5/6/24,2
47605,14,308,43000,9/30/24,SPAIN,Barcelona,YTV827,1869000,5/6/24,2
47606,39,322,0,3/10/24,BRAZIL,Brasília,4JXXZZ,1681000,5/6/24,2
47607,18,253,4000,10/3/24,CANADA,Calgary,3CZAA7,838000,5/6/24,2
47608,43,36,12000,3/29/23,SPAIN,Valencia,2STYA2,1404000,5/6/24,2
47609,63,187,64000,8/9/23,CHINA,Beijing,2NC7Z1,1067000,5/6/24,2
47610,53,139,32000,8/8/24,FRANCE,Bordeaux,4EBBPS,1516000,5/6/24,2
47611,36,432,37000,9/14/24,SPAIN,Madrid,21B4JC,905000,5/6/24,2
47612,16,8,90000,5/22/23,GERMANY,Cologne,KA6AHC,842000,5/6/24,2
47613,40,49,7000,9/11/24,CHINA,Chengdu,AUUI5G,1497000,5/6/24,2
47614,8,442,87000,9/10/24,CANADA,Toronto,G0KZMZ,950000,5/6/24,2
47615,69,139,97000,3/26/23,BRAZIL,Brasília,X4T0EB,1150000,5/6/24,2
47616,21,331,73000,11/10/24,FRANCE,Lyon,A0GDC1,804000,5/6/24,2
47617,39,266,41000,9/30/23,INDIA,Chennai,N4EV7Z,1904000,5/6/24,2
47618,25,105,44000,9/19/23,ISRAEL,Ramat Gan,Q4FVZE,185000,5/6/24,2
47619,36,143,3000,5/5/24,BRAZIL,Porto Alegre,M67YHD,1772000,5/6/24,2
47620,49,487,85000,10/6/24,CANADA,Calgary,HY2HG6,1225000,5/6/24,2
47621,4,391,24000,12/23/23,SPAIN,Valencia,X25QO0,1074000,5/6/24,2
47622,61,50,4000,8/2/24,ISRAEL,Petah Tikva,KLMI00,1462000,5/6/24,2
47623,72,152,38000,1/2/24,FRANCE,Bordeaux,EIHX4J,289000,5/6/24,2
47624,24,10,72000,5/6/23,GERMANY,Düsseldorf,YSDFYZ,399000,5/6/24,2
47625,3,379,93000,5/16/24,SPAIN,Seville,75VHP0,1898000,5/6/24,2
47626,3,190,42000,8/22/23,CHINA,Nanjing,STPR6Z,780000,5/6/24,2
47627,29,145,89000,4/30/24,BRAZIL,São Paulo,PHSSLG,279000,5/6/24,2
47628,15,208,39000,12/11/23,SPAIN,Málaga,SYI621,538000,5/6/24,2
47629,6,25,1000,9/2/23,CANADA,Edmonton,2LS7PG,302000,5/6/24,2
47630,67,407,74000,11/27/24,SPAIN,Valencia,PMCJ6N,1791000,5/6/24,2
47631,19,275,40000,3/24/24,INDIA,Bangalore,OA0FFD,751000,5/6/24,2
47632,21,199,14000,8/10/24,ISRAEL,Jerusalem,DSN88J,1155000,5/6/24,2
47633,31,37,11000,6/4/23,JAPAN,Osaka,TI28FT,1582000,5/6/24,2
47634,33,307,84000,4/20/23,JAPAN,Fukuoka,T7FHIK,208000,5/6/24,2
47635,75,79,64000,8/3/23,JAPAN,Sapporo,1NDDDK,967000,5/6/24,2
47636,67,450,38000,1/10/25,BRAZIL,Belém,LI7TPM,736000,5/6/24,2
47637,43,309,34000,9/3/23,INDIA,Mumbai,1QE7JY,565000,5/6/24,2
47638,36,487,89000,7/20/23,SPAIN,Madrid,SLL10Q,1994000,5/6/24,2
47639,60,124,62000,12/30/24,INDIA,Mumbai,NEJUJD,342000,5/6/24,2
47640,56,427,17000,2/14/24,GERMANY,Düsseldorf,CQM76A,577000,5/6/24,2
47641,55,465,98000,5/11/23,ISRAEL,Beer Sheva,Y87UU0,1734000,5/6/24,2
47642,69,289,59000,5/17/24,SPAIN,Madrid,S44YFK,49000,5/6/24,2
47643,18,262,73000,6/2/23,JAPAN,Nagoya,QM3020,237000,5/6/24,2
47644,68,193,47000,5/30/24,GERMANY,Munich,QB4VIC,1343000,5/6/24,2
47645,74,360,95000,2/27/24,INDIA,Chennai,UIBR62,1775000,5/6/24,2
47646,36,151,48000,7/7/24,CHINA,Shenzhen,REDF6B,1140000,5/6/24,2
47647,20,190,51000,10/5/24,CANADA,Montreal,EQNFTK,135000,5/6/24,2
47648,60,368,89000,3/16/24,SPAIN,Madrid,TVP1M2,1662000,5/6/24,2
47649,10,120,7000,12/26/23,CANADA,Edmonton,R7X06X,583000,5/6/24,2
47650,5,182,66000,12/29/24,FRANCE,Marseille,ZB1TZ5,587000,5/6/24,2
47651,33,308,55000,7/16/23,JAPAN,Osaka,6P9N4N,840000,5/6/24,2
47652,33,480,48000,9/18/24,CANADA,Montreal,VHYAQJ,1818000,5/6/24,2
47653,72,374,22000,6/24/23,GERMANY,Berlin,BNUA9F,1650000,5/6/24,2
47654,8,445,14000,4/2/24,FRANCE,Marseille,FMEMJT,1672000,5/6/24,2
47655,42,496,71000,3/7/23,CHINA,Chengdu,UL1G12,1616000,5/6/24,2
47656,18,94,58000,9/25/23,CHINA,Guangzhou,2GVN58,1740000,5/6/24,2
47657,28,41,4000,6/8/24,JAPAN,Kyoto,MYDH6D,299000,5/6/24,2
47658,3,92,32000,12/17/24,INDIA,Mumbai,X9IZHS,1144000,5/6/24,2
47659,60,14,29000,2/22/24,SPAIN,Madrid,NQP3A6,568000,5/6/24,2
47660,71,460,62000,7/25/23,ISRAEL,Tel Aviv,O59HSA,309000,5/6/24,2
47661,42,7,92000,10/16/24,JAPAN,Nagoya,SUE79H,663000,5/6/24,2
47662,66,182,32000,12/12/24,JAPAN,Fukuoka,66LSRX,578000,5/6/24,2
47663,31,159,85000,10/24/24,GERMANY,Hamburg,78QFV3,706000,5/6/24,2
47664,36,297,14000,9/22/23,FRANCE,Lyon,4U3H4C,1617000,5/6/24,2
47665,25,296,45000,12/19/24,GERMANY,Berlin,5AQDR6,855000,5/6/24,2
47666,56,360,77000,9/19/23,FRANCE,Strasbourg,SBS2I7,309000,5/6/24,2
47667,68,59,8000,8/11/23,ISRAEL,Jerusalem,5UAK28,555000,5/6/24,2
47668,49,130,3000,11/22/23,SPAIN,Barcelona,J732SN,1508000,5/6/24,2
47669,39,359,68000,4/7/24,INDIA,Mumbai,IDCQVK,757000,5/6/24,2
47670,56,76,32000,11/28/24,JAPAN,Osaka,BR9S07,1181000,5/6/24,2
47671,52,258,32000,8/13/23,BRAZIL,Belém,USJX34,427000,5/6/24,2
47672,22,468,26000,8/4/23,BRAZIL,Fortaleza,CFURJN,1310000,5/6/24,2
47673,42,219,22000,1/10/24,CANADA,Vancouver,5E6XVD,1429000,5/6/24,2
47674,67,264,40000,5/25/24,CHINA,Guangzhou,TRGKJC,93000,5/6/24,2
47675,39,219,70000,3/20/23,CANADA,Montreal,J0VISX,1299000,5/6/24,2
47676,28,340,99000,10/4/24,JAPAN,Osaka,IN02RT,1449000,5/6/24,2
47677,23,408,97000,9/21/23,FRANCE,Marseille,BRUT51,1012000,5/6/24,2
47678,22,465,30000,1/18/24,GERMANY,Hamburg,GKQUBO,165000,5/6/24,2
47679,73,468,6000,11/27/23,CHINA,Shanghai,VK2FZF,1356000,5/6/24,2
47680,63,262,25000,7/25/23,JAPAN,Kyoto,EY3EE6,600000,5/6/24,2
47681,66,184,31000,5/3/24,SPAIN,Valencia,2KVU6J,1610000,5/6/24,2
47682,75,116,45000,5/24/24,FRANCE,Strasbourg,32ILT6,1900000,5/6/24,2
47683,57,500,47000,5/25/24,JAPAN,Osaka,T7TZOO,237000,5/6/24,2
47684,3,236,55000,9/15/23,INDIA,Mumbai,Q2BORN,24000,5/6/24,2
47685,3,143,63000,7/27/24,BRAZIL,São Paulo,FABCKU,666000,5/6/24,2
47686,21,269,74000,11/10/23,INDIA,Kolkata,8I80Z3,1573000,5/6/24,2
47687,20,68,99000,6/29/24,ISRAEL,Tel Aviv,BBF12P,1108000,5/6/24,2
47688,56,481,86000,12/7/24,BRAZIL,Brasília,G1R6DP,1362000,5/6/24,2
47689,30,368,73000,1/20/24,GERMANY,Hamburg,NU53DG,751000,5/6/24,2
47690,39,303,36000,1/9/24,CANADA,Toronto,YP0D2Q,1468000,5/6/24,2
47691,17,43,99000,7/15/24,SPAIN,Granada,4AN7H0,1530000,5/6/24,2
47692,38,78,8000,3/30/24,ISRAEL,Beer Sheva,7FR15U,406000,5/6/24,2
47693,47,130,70000,8/9/24,ISRAEL,Jerusalem,0K5EDM,1312000,5/6/24,2
47694,6,130,39000,12/24/24,INDIA,Hyderabad,27LZ42,1064000,5/6/24,2
47695,43,179,38000,1/17/24,ISRAEL,Jerusalem,QU0ERR,1938000,5/6/24,2
47696,45,177,2000,2/12/24,CANADA,Toronto,9K4CZF,1119000,5/6/24,2
47697,18,184,7000,11/17/23,BRAZIL,São Paulo,M7F3KF,972000,5/6/24,2
47698,48,10,63000,2/9/24,CANADA,Ottawa,50I3CF,969000,5/6/24,2
47699,45,246,92000,4/23/24,GERMANY,Düsseldorf,R6OZQ9,394000,5/6/24,2
47700,72,289,47000,5/11/23,GERMANY,Cologne,RN0HXH,1508000,5/6/24,2
47701,60,2,44000,7/10/24,ISRAEL,Beer Sheva,5S4KQN,605000,5/6/24,2
47702,38,190,68000,10/10/24,GERMANY,Düsseldorf,OHKL6D,683000,5/6/24,2
47703,48,159,4000,12/31/23,SPAIN,Valencia,ULODCO,230000,5/6/24,2
47704,12,368,55000,4/27/24,GERMANY,Munich,BYF6XV,724000,5/6/24,2
47705,20,43,13000,1/1/25,FRANCE,Marseille,QMTRP7,1607000,5/6/24,2
47706,66,42,11000,10/11/24,BRAZIL,Fortaleza,TUDJ7S,288000,5/6/24,2
47707,68,123,63000,11/23/24,ISRAEL,Beer Sheva,EI6HQX,586000,5/6/24,2
47708,43,258,0,7/3/24,JAPAN,Tokyo,RBPJGR,1448000,5/6/24,2
47709,74,317,90000,3/24/23,INDIA,Mumbai,H2GRPK,200000,5/6/24,2
47710,16,298,74000,8/1/24,JAPAN,Osaka,Q4D0NX,1944000,5/6/24,2
47711,60,201,89000,12/23/23,ISRAEL,Jerusalem,TYKH0D,1136000,5/6/24,2
47712,69,459,56000,12/23/23,CANADA,Edmonton,284HOX,1667000,5/6/24,2
47713,35,381,97000,3/11/24,ISRAEL,Petah Tikva,2O5IB0,1640000,5/6/24,2
47714,45,406,38000,7/12/24,INDIA,Kolkata,1ZD61U,443000,5/6/24,2
47715,67,271,36000,8/25/23,ISRAEL,Jerusalem,9ZSHE9,44000,5/6/24,2
47716,20,326,97000,12/28/23,SPAIN,Barcelona,45HRMB,1939000,5/6/24,2
47717,60,249,7000,11/14/24,ISRAEL,Tel Aviv,11DTLV,1257000,5/6/24,2
47718,39,12,23000,7/14/24,CANADA,Calgary,TGP9VL,172000,5/6/24,2
47719,32,170,5000,10/17/23,GERMANY,Düsseldorf,QZ26OA,1134000,5/6/24,2
47720,35,473,15000,10/11/24,FRANCE,Nice,YMH4XL,576000,5/6/24,2
47721,46,456,66000,5/30/24,INDIA,Mumbai,A0DOAO,1591000,5/6/24,2
47722,22,374,25000,1/21/24,CHINA,Beijing,BSOPJJ,406000,5/6/24,2
47723,24,187,48000,2/14/24,ISRAEL,Petah Tikva,IJM8UY,1551000,5/6/24,2
47724,3,479,82000,12/25/24,CHINA,Shanghai,BU1ZZ8,731000,5/6/24,2
47725,50,2,18000,7/14/24,CHINA,Guangzhou,7Z0OIA,152000,5/6/24,2
47726,39,221,4000,6/1/23,FRANCE,Nice,QM2DDB,1793000,5/6/24,2
47727,29,1,19000,5/23/24,CANADA,Edmonton,7VLU91,1841000,5/6/24,2
47728,57,11,21000,9/28/23,CANADA,Montreal,VSR70V,575000,5/6/24,2
47729,32,385,98000,10/2/24,INDIA,Mumbai,QG2Q82,1228000,5/6/24,2
47730,65,312,47000,3/26/24,SPAIN,Seville,M72449,812000,5/6/24,2
47731,2,293,1000,1/10/24,GERMANY,Munich,5MDQS7,913000,5/6/24,2
47732,18,74,23000,10/9/23,CANADA,Vancouver,AAJVY6,1697000,5/6/24,2
47733,69,418,39000,4/1/24,FRANCE,Lyon,XGEVB1,1932000,5/6/24,2
47734,22,323,51000,1/5/25,ISRAEL,Beer Sheva,M03UV8,1139000,5/6/24,2
47735,30,135,68000,7/12/23,JAPAN,Sapporo,MD4EMP,471000,5/6/24,2
47736,41,237,71000,3/11/24,CANADA,Calgary,YDK9Y8,1826000,5/6/24,2
47737,69,303,91000,12/10/23,SPAIN,Granada,GR9SUC,637000,5/6/24,2
47738,71,365,67000,9/4/23,INDIA,Kolkata,FQCMH1,345000,5/6/24,2
47739,49,26,42000,7/9/23,GERMANY,Düsseldorf,LUJ4HA,1123000,5/6/24,2
